market,symbol,interval,earliest_date,available_intervals
spot,ALTBTC,1d,2024-01-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ALTFDUSD,1d,2024-01-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ALTTRY,1d,2024-01-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ALTUSDC,1d,2024-02-02,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ALTUSDT,1d,2024-01-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMBBNB,1d,2017-11-10,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMBBTC,1d,2017-11-10,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMBBUSD,1d,2022-09-09,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMBETH,1d,2017-11-10,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMBUSDT,1d,2023-03-03,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMPBNB,1d,2021-11-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMPBTC,1d,2021-11-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMPBUSD,1d,2021-11-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMPTRY,1d,2023-08-02,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,AMPUSDT,1d,2021-11-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANCBNB,1d,2022-03-11,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANCBTC,1d,2022-01-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANCBUSD,1d,2022-01-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANCUSDT,1d,2022-01-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANIMEBNB,1d,2025-01-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANIMEFDUSD,1d,2025-01-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANIMETRY,1d,2025-01-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANIMEUSDC,1d,2025-01-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANIMEUSDT,1d,2025-01-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRBNB,1d,2019-07-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRBTC,1d,2019-07-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRBUSD,1d,2021-11-12,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRPAX,1d,2019-07-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRTRY,1d,2022-08-26,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRTUSD,1d,2019-07-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRUSDC,1d,2019-07-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANKRUSDT,1d,2019-07-23,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANTBNB,1d,2020-08-13,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANTBTC,1d,2020-08-13,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANTBUSD,1d,2020-08-13,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANTUSDT,1d,2020-08-13,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANYBTC,1d,2021-12-04,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANYBUSD,1d,2021-12-04,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,ANYUSDT,1d,2021-12-04,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEAUD,1d,2022-04-01,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEBNB,1d,2022-03-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEBRL,1d,2022-04-29,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEBTC,1d,2022-03-17,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEBUSD,1d,2022-03-17,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEETH,1d,2022-04-08,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEEUR,1d,2022-03-19,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEFDUSD,1d,2024-11-22,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEGBP,1d,2022-03-19,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APETRY,1d,2022-03-19,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEUSDC,1d,2024-11-28,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APEUSDT,1d,2022-03-17,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,API3BNB,1d,2022-02-25,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,API3BTC,1d,2022-01-21,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,API3BUSD,1d,2022-01-21,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,API3TRY,1d,2022-03-04,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,API3USDT,1d,2022-01-21,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APPCBNB,1d,2018-01-05,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APPCBTC,1d,2018-01-05,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APPCETH,1d,2018-01-05,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APTBRL,1d,2022-10-28,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APTBTC,1d,2022-10-19,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APTBUSD,1d,2022-10-19,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APTETH,1d,2023-02-17,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
spot,APTEUR,1d,2022-10-19,12h,15m,1d,1h,1m,1s,2h,30m,3m,4h,5m,6h,8h
